tripId,UnixTimeMillis,LatitudeDegrees,LongitudeDegrees, Height, Heading
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045274440,37.4283779000,-122.0747233000,-28.748, 270.3
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045275440,37.4283794000,-122.0749200000,-29.153, 270.5
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045276440,37.4283808000,-122.0751224000,-29.608, 270.3
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045277440,37.4283817000,-122.0753266000,-29.932, 270.4
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045278440,37.4283828000,-122.0755296000,-30.078, 270.3
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045279440,37.4283835000,-122.0757315000,-30.131, 270.1
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045280440,37.4283839000,-122.0759313000,-30.189, 270.2
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045281440,37.4283833000,-122.0761286000,-30.239, 268.9
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045282440,37.4283760000,-122.0763238000,-30.298, 265.4
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045283440,37.4283564000,-122.0765178000,-30.255, 260.4
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045284440,37.4283233000,-122.0767094000,-30.187, 255.8
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045285440,37.4282803000,-122.0768964000,-30.131, 252.8
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045286440,37.4282347000,-122.0770772000,-30.048, 252.2
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045287440,37.4281915000,-122.0772486000,-30.012, 253.2
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045288440,37.4281584000,-122.0774118000,-30.035, 258.0
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045289440,37.4281391000,-122.0775651000,-30.093, 262.9
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045290440,37.4281305000,-122.0777015000,-30.158, 266.6
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045291440,37.4281276000,-122.0778137000,-30.235, 268.6
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045292440,37.4281271000,-122.0778977000,-30.273, 269.7
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045293440,37.4281268000,-122.0779625000,-30.366, 269.3
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045294440,37.4281200000,-122.0780258000,-30.540, 259.2
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045295440,37.4280949000,-122.0780888000,-30.588, 239.1
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045296440,37.4280491000,-122.0781422000,-30.575, 217.7
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045297440,37.4279828000,-122.0781797000,-30.652, 199.3
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045298440,37.4278979000,-122.0781997000,-30.708, 186.7
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045299440,37.4277968000,-122.0782038000,-30.762, 180.1
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045300440,37.4276819000,-122.0782003000,-30.785, 177.7
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045301440,37.4275560000,-122.0781911000,-30.781, 175.9
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045302440,37.4274235000,-122.0781763000,-30.702, 174.0
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045303440,37.4272872000,-122.0781558000,-30.649, 172.8
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045304440,37.4271463000,-122.0781345000,-30.611, 173.6
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045305440,37.4269977000,-122.0781161000,-30.574, 174.9
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045306440,37.4268418000,-122.0781009000,-30.521, 176.1
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045307440,37.4266806000,-122.0780904000,-30.438, 177.7
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045308440,37.4265157000,-122.0780854000,-30.406, 179.2
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045309440,37.4263480000,-122.0780845000,-30.342, 180.1
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045310440,37.4261774000,-122.0780874000,-30.295, 181.3
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045311440,37.4260036000,-122.0780948000,-30.238, 182.5
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045312440,37.4258284000,-122.0781067000,-30.158, 183.6
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045313440,37.4256565000,-122.0781211000,-30.092, 183.9
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045314440,37.4254959000,-122.0781337000,-30.043, 183.2
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045315440,37.4253553000,-122.0781420000,-29.974, 182.3
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045316440,37.4252377000,-122.0781475000,-29.929, 182.1
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045317440,37.4251441000,-122.0781514000,-29.897, 181.7
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045318440,37.4250731000,-122.0781534000,-29.868, 181.1
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045319440,37.4250192000,-122.0781540000,-29.867, 180.4
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045320440,37.4249842000,-122.0781538000,-29.861, 179.8
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045321440,37.4249653000,-122.0781537000,-29.871, 179.5
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045322440,37.4249562000,-122.0781536000,-29.868, 179.5
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045323440,37.4249548000,-122.0781536000,-29.874, 179.5
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045324440,37.4249548000,-122.0781536000,-29.874, 179.5
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045325440,37.4249548000,-122.0781536000,-29.874, 179.5
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045326440,37.4249548000,-122.0781536000,-29.874, 179.5
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045327440,37.4249548000,-122.0781536000,-29.874, 179.5
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045328440,37.4249547000,-122.0781536000,-29.875, 179.5
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045329440,37.4249522000,-122.0781536000,-29.873, 179.5
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045330440,37.4249510000,-122.0781535000,-29.872, 179.5
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045331440,37.4249504000,-122.0781535000,-29.873, 179.5
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045332440,37.4249494000,-122.0781535000,-29.871, 179.4
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045333440,37.4249483000,-122.0781534000,-29.873, 179.4
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045334440,37.4249425000,-122.0781534000,-29.871, 179.3
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045335440,37.4249265000,-122.0781523000,-29.852, 177.9
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045336440,37.4248936000,-122.0781503000,-29.834, 177.3
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045337440,37.4248428000,-122.0781481000,-29.828, 178.2
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045338440,37.4247681000,-122.0781466000,-29.799, 179.3
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045339440,37.4246751000,-122.0781455000,-29.768, 179.3
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045340440,37.4245689000,-122.0781424000,-29.740, 178.3
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045341440,37.4244521000,-122.0781361000,-29.704, 177.2
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045342440,37.4243286000,-122.0781275000,-29.626, 176.6
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045343440,37.4242012000,-122.0781161000,-29.593, 175.4
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045344440,37.4240747000,-122.0781022000,-29.567, 174.9
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045345440,37.4239519000,-122.0780888000,-29.501, 175.2
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045346440,37.4238353000,-122.0780772000,-29.481, 175.8
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045347440,37.4237280000,-122.0780680000,-29.451, 176.3
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045348440,37.4236349000,-122.0780623000,-29.416, 178.6
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045349440,37.4235563000,-122.0780689000,-29.440, 187.2
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045350440,37.4234899000,-122.0780977000,-29.496, 205.7
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045351440,37.4234423000,-122.0781576000,-29.530, 232.8
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045352440,37.4234201000,-122.0782410000,-29.586, 257.6
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045353440,37.4234152000,-122.0783428000,-29.527, 268.2
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045354440,37.4234126000,-122.0784646000,-29.443, 268.4
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045355440,37.4234085000,-122.0786058000,-29.357, 267.7
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045356440,37.4234030000,-122.0787658000,-29.236, 267.4
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045357440,37.4233959000,-122.0789427000,-29.100, 267.1
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045358440,37.4233884000,-122.0791314000,-28.935, 267.0
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045359440,37.4233799000,-122.0793284000,-28.803, 266.7
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045360440,37.4233693000,-122.0795307000,-28.653, 265.8
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045361440,37.4233557000,-122.0797349000,-28.503, 264.8
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045362440,37.4233391000,-122.0799423000,-28.366, 263.9
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045363440,37.4233205000,-122.0801500000,-28.288, 263.4
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045364440,37.4233010000,-122.0803544000,-28.184, 263.0
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045365440,37.4232800000,-122.0805544000,-28.201, 262.3
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045366440,37.4232617000,-122.0807512000,-28.299, 263.9
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045367440,37.4232471000,-122.0809448000,-28.385, 264.9
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045368440,37.4232329000,-122.0811351000,-28.515, 264.4
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045369440,37.4232178000,-122.0813225000,-28.656, 264.0
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045370440,37.4232018000,-122.0815070000,-28.788, 263.7
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045371440,37.4231863000,-122.0816889000,-28.941, 264.1
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045372440,37.4231716000,-122.0818682000,-29.061, 263.8
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045373440,37.4231552000,-122.0820448000,-29.198, 263.1
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045374440,37.4231384000,-122.0822193000,-29.326, 263.3
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045375440,37.4231224000,-122.0823940000,-29.439, 263.7
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045376440,37.4231092000,-122.0825671000,-29.565, 265.3
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045377440,37.4231001000,-122.0827379000,-29.691, 266.7
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045378440,37.4230936000,-122.0829058000,-29.781, 267.6
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045379440,37.4230898000,-122.0830707000,-29.843, 269.1
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045380440,37.4230891000,-122.0832328000,-29.888, 269.9
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045381440,37.4230893000,-122.0833975000,-29.928, 270.3
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045382440,37.4230914000,-122.0835679000,-29.981, 271.4
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045383440,37.4230974000,-122.0837463000,-29.955, 273.2
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045384440,37.4231074000,-122.0839311000,-29.889, 274.3
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045385440,37.4231199000,-122.0841234000,-29.860, 275.2
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045386440,37.4231364000,-122.0843231000,-29.803, 276.5
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045387440,37.4231565000,-122.0845272000,-29.741, 277.5
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045388440,37.4231793000,-122.0847336000,-29.675, 278.1
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045389440,37.4232040000,-122.0849416000,-29.476, 278.9
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045390440,37.4232315000,-122.0851492000,-29.085, 279.9
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045391440,37.4232608000,-122.0853543000,-28.449, 280.4
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045392440,37.4232907000,-122.0855544000,-27.757, 281.0
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045393440,37.4233246000,-122.0857507000,-27.088, 283.2
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045394440,37.4233626000,-122.0859444000,-26.549, 284.2
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045395440,37.4234016000,-122.0861359000,-26.217, 284.5
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045396440,37.4234410000,-122.0863262000,-25.999, 284.7
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045397440,37.4234812000,-122.0865177000,-25.959, 284.7
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045398440,37.4235218000,-122.0867118000,-26.056, 284.7
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045399440,37.4235627000,-122.0869087000,-26.230, 284.5
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045400440,37.4236039000,-122.0871092000,-26.659, 284.4
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045401440,37.4236459000,-122.0873138000,-27.201, 284.4
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045402440,37.4236888000,-122.0875230000,-27.900, 284.4
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045403440,37.4237325000,-122.0877368000,-28.617, 284.4
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045404440,37.4237771000,-122.0879523000,-29.255, 284.6
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045405440,37.4238212000,-122.0881674000,-29.621, 284.0
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045406440,37.4238627000,-122.0883803000,-29.859, 283.5
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045407440,37.4239019000,-122.0885883000,-29.916, 283.1
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045408440,37.4239388000,-122.0887870000,-29.961, 282.8
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045409440,37.4239696000,-122.0889752000,-30.016, 280.2
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045410440,37.4239885000,-122.0891503000,-30.079, 275.6
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045411440,37.4239942000,-122.0893105000,-30.122, 270.5
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045412440,37.4239917000,-122.0894524000,-30.146, 267.2
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045413440,37.4239821000,-122.0895787000,-30.114, 262.8
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045414440,37.4239631000,-122.0896972000,-30.007, 256.4
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045415440,37.4239381000,-122.0898053000,-29.883, 253.6
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045416440,37.4239193000,-122.0899011000,-29.768, 259.6
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045417440,37.4239209000,-122.0899864000,-29.674, 276.9
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045418440,37.4239461000,-122.0900579000,-29.437, 300.0
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045419440,37.4239923000,-122.0901113000,-29.344, 322.2
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045420440,37.4240537000,-122.0901590000,-29.300, 328.5
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045421440,37.4241240000,-122.0902147000,-29.283, 327.2
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045422440,37.4242030000,-122.0902837000,-29.229, 323.9
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045423440,37.4242870000,-122.0903680000,-29.173, 319.9
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045424440,37.4243721000,-122.0904658000,-29.126, 315.5
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045425440,37.4244541000,-122.0905793000,-29.133, 310.1
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045426440,37.4245305000,-122.0907055000,-29.169, 305.1
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045427440,37.4245987000,-122.0908406000,-29.201, 300.1
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045428440,37.4246573000,-122.0909844000,-29.245, 294.6
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045429440,37.4247052000,-122.0911366000,-29.289, 289.4
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045430440,37.4247434000,-122.0912918000,-29.325, 285.6
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045431440,37.4247760000,-122.0914459000,-29.271, 284.3
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045432440,37.4248062000,-122.0915969000,-29.264, 284.1
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045433440,37.4248374000,-122.0917484000,-29.189, 284.6
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045434440,37.4248718000,-122.0919052000,-29.147, 286.0
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045435440,37.4249120000,-122.0920665000,-29.162, 288.2
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045436440,37.4249575000,-122.0922297000,-29.233, 290.0
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045437440,37.4250073000,-122.0923898000,-29.260, 292.2
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045438440,37.4250616000,-122.0925463000,-29.320, 294.4
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045439440,37.4251196000,-122.0926987000,-29.354, 296.4
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045440440,37.4251808000,-122.0928478000,-29.319, 297.9
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045441440,37.4252461000,-122.0929939000,-29.241, 300.2
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045442440,37.4253167000,-122.0931387000,-29.181, 302.5
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045443440,37.4253929000,-122.0932797000,-29.227, 305.2
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045444440,37.4254715000,-122.0934157000,-29.280, 306.3
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045445440,37.4255504000,-122.0935474000,-29.318, 307.7
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045446440,37.4256320000,-122.0936730000,-29.376, 310.1
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045447440,37.4257147000,-122.0937935000,-29.371, 311.0
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045448440,37.4257947000,-122.0939067000,-29.317, 312.1
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045449440,37.4258746000,-122.0940130000,-29.283, 314.0
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045450440,37.4259580000,-122.0941166000,-29.222, 316.2
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045451440,37.4260487000,-122.0942200000,-29.187, 318.9
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045452440,37.4261470000,-122.0943215000,-29.217, 321.4
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045453440,37.4262516000,-122.0944226000,-29.281, 322.9
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045454440,37.4263596000,-122.0945237000,-29.332, 323.6
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045455440,37.4264690000,-122.0946234000,-29.391, 324.4
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045456440,37.4265824000,-122.0947188000,-29.363, 327.9
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045457440,37.4266985000,-122.0948028000,-29.315, 331.3
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045458440,37.4268107000,-122.0948760000,-29.255, 333.2
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045459440,37.4269187000,-122.0949439000,-29.217, 333.2
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045460440,37.4270199000,-122.0950109000,-29.206, 331.0
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045461440,37.4271128000,-122.0950807000,-29.223, 327.8
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045462440,37.4272032000,-122.0951566000,-29.277, 325.1
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045463440,37.4272951000,-122.0952435000,-29.305, 321.6
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045464440,37.4273867000,-122.0953424000,-29.335, 317.5
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045465440,37.4274741000,-122.0954527000,-29.356, 312.8
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045466440,37.4275548000,-122.0955721000,-29.343, 308.4
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045467440,37.4276271000,-122.0956964000,-29.285, 304.5
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045468440,37.4276920000,-122.0958230000,-29.245, 301.1
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045469440,37.4277493000,-122.0959561000,-29.204, 296.3
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045470440,37.4277984000,-122.0960946000,-29.191, 292.3
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045471440,37.4278400000,-122.0962379000,-29.243, 288.1
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045472440,37.4278734000,-122.0963880000,-29.324, 283.7
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045473440,37.4278982000,-122.0965397000,-29.357, 279.8
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045474440,37.4279140000,-122.0966924000,-29.414, 275.5
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045475440,37.4279207000,-122.0968456000,-29.471, 271.3
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045476440,37.4279186000,-122.0969962000,-29.520, 267.4
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045477440,37.4279079000,-122.0971432000,-29.590, 262.7
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045478440,37.4278889000,-122.0972806000,-29.631, 258.9
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045479440,37.4278688000,-122.0973987000,-29.645, 257.4
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1593045480440,37.4278501000,-122.0975031000,-29.590, 257.5
