tripId,UnixTimeMillis,LatitudeDegrees,LongitudeDegrees,AltitudeMeters
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42838229,-122.0753244,-30.09
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42838341,-122.0755273,-30.22
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42838397,-122.0757292,-30.2
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42838456,-122.0759291,-30.29
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42838387,-122.0761262,-30.37
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42837634,-122.0763223,-30.29
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42835715,-122.0765174,-30.07
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42832364,-122.0767096,-29.89
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42828047,-122.0768965,-29.91
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42823354,-122.0770808,-29.26
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42819042,-122.077251,-29.35
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.4281582,-122.0774142,-29.43
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42813888,-122.0775662,-29.56
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42812916,-122.0776998,-29.53
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42812774,-122.0778094,-29.52
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42812708,-122.0778923,-29.52
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42812676,-122.0779562,-29.65
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42811941,-122.0780192,-29.71
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42809438,-122.0780801,-29.87
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42804849,-122.0781332,-29.83
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42798183,-122.0781704,-29.85
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42789748,-122.0781903,-30.05
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42779521,-122.0781944,-30.05
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.4276813,-122.0781917,-29.95
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42755466,-122.0781833,-30.15
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42741922,-122.0781675,-30.19
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42728426,-122.0781511,-30.49
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42714246,-122.0781301,-30.25
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42699468,-122.0781126,-30.06
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42683918,-122.0780977,-29.92
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42667757,-122.078086,-29.7
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42651216,-122.0780808,-29.7
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.4263447,-122.0780801,-29.67
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42617437,-122.0780834,-29.87
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42599982,-122.0780907,-29.78
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42582437,-122.0781019,-29.74
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42565241,-122.0781164,-29.7
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42549155,-122.0781291,-29.64
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42535066,-122.0781371,-29.54
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42523299,-122.0781429,-29.44
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42513931,-122.0781467,-29.42
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42506981,-122.0781488,-29.21
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42501591,-122.0781495,-29.3
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42498153,-122.0781497,-29.21
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42496318,-122.0781494,-29.21
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42495298,-122.0781477,-29.15
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.4249525,-122.0781476,-29.33
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42495189,-122.0781472,-29.12
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42495021,-122.0781478,-28.74
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42494967,-122.0781476,-28.66
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42494906,-122.078148,-28.52
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42494864,-122.0781481,-28.41
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42494622,-122.0781479,-28.48
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42494478,-122.0781478,-28.42
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42494417,-122.0781482,-28.45
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42494317,-122.0781485,-28.45
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42494187,-122.0781488,-28.36
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42493641,-122.0781485,-28.36
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42492031,-122.0781484,-28.49
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42488712,-122.0781462,-28.34
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42483609,-122.0781437,-28.25
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.4247615,-122.0781418,-28.3
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42466756,-122.0781401,-28.42
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42456152,-122.0781379,-28.43
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42444554,-122.0781311,-28.2
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42432244,-122.0781224,-28.05
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42419519,-122.0781122,-28.06
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.4240684,-122.0780984,-28.07
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42394562,-122.0780848,-27.97
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42382909,-122.0780752,-28.29
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42372111,-122.0780663,-28.17
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42362833,-122.078061,-28.26
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42354967,-122.0780677,-28.26
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42348279,-122.078095,-28.17
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42343636,-122.0781545,-28.46
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42341472,-122.0782375,-28.55
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42341051,-122.0783395,-28.53
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42340796,-122.0784618,-28.38
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42340394,-122.0786031,-28.26
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42339844,-122.0787634,-28.15
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42339164,-122.0789401,-27.96
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42338422,-122.079129,-27.79
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42337581,-122.0793261,-27.66
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42336529,-122.0795286,-27.51
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42335163,-122.0797331,-27.33
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42333523,-122.0799404,-27.18
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42331682,-122.0801483,-27.18
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42329715,-122.0803525,-27.04
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.4232761,-122.0805526,-27.09
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42325775,-122.0807491,-27.29
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42324318,-122.0809426,-27.39
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42322903,-122.081133,-27.5
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42321405,-122.0813201,-27.62
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42319819,-122.0815047,-27.79
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42318278,-122.0816865,-27.93
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42316824,-122.0818661,-28.11
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42315199,-122.0820424,-28.25
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42313515,-122.0822167,-28.36
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42311923,-122.0823912,-28.59
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.4231063,-122.0825642,-28.67
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42309735,-122.0827352,-28.83
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42309087,-122.0829034,-28.85
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42308713,-122.0830683,-28.89
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42308654,-122.0832304,-28.96
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42308666,-122.0833951,-29.05
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.4230889,-122.0835653,-29.1
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42309493,-122.0837435,-29
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42310487,-122.0839284,-28.93
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42311744,-122.0841207,-28.9
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42313394,-122.0843203,-28.82
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.423154,-122.0845244,-28.79
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42317665,-122.084731,-28.69
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.4232011,-122.084939,-28.52
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42322867,-122.085147,-28.03
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42325829,-122.085352,-27.36
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42328821,-122.0855522,-26.64
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42332227,-122.0857486,-25.96
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42336023,-122.0859423,-25.49
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42339762,-122.0861358,-25.03
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42343672,-122.0863266,-24.84
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42347688,-122.0865186,-24.87
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42351777,-122.0867132,-24.97
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42355945,-122.0869099,-24.97
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42360005,-122.0871112,-25.61
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42364223,-122.0873158,-26.17
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42368493,-122.0875252,-26.88
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42372881,-122.0877388,-27.68
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42377344,-122.0879546,-28.28
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42381733,-122.0881696,-28.67
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42385876,-122.0883827,-28.91
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42389813,-122.0885907,-29.03
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42393482,-122.0887899,-29.08
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42396523,-122.088978,-29.15
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42398479,-122.0891539,-29.18
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42399034,-122.0893139,-29.24
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.4239874,-122.0894559,-29.18
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42397783,-122.0895823,-29.09
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42395876,-122.0897006,-28.95
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42393399,-122.0898084,-28.9
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42391509,-122.0899043,-28.78
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42391698,-122.0899905,-28.72
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42394155,-122.0900623,-28.38
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42398791,-122.0901153,-28.54
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42404912,-122.0901631,-28.64
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42411977,-122.0902192,-28.8
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42419812,-122.0902918,-28.62
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42428335,-122.0903737,-28.55
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42436928,-122.0904706,-28.31
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42445166,-122.0905839,-28.26
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42452831,-122.0907104,-28.21
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42459577,-122.090845,-28.4
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42465438,-122.0909887,-28.43
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42470249,-122.0911409,-28.49
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42474065,-122.0912956,-28.6
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42477277,-122.0914499,-28.67
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42480302,-122.0916003,-28.55
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42483502,-122.0917527,-28.54
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42486818,-122.0919084,-28.65
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42491062,-122.0920699,-27.96
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42495616,-122.092232,-27.83
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42500609,-122.0923919,-27.69
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42506125,-122.0925489,-27.86
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42512096,-122.0927013,-28.24
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42518333,-122.092851,-28.17
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42524874,-122.0929975,-28.19
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42531943,-122.0931427,-28.22
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42539581,-122.0932837,-28.35
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42547504,-122.09342,-28.34
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42555353,-122.0935516,-28.37
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.4256345,-122.0936775,-28.16
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42571884,-122.0937967,-28.11
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42579891,-122.0939099,-28.06
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42587853,-122.0940166,-28.14
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42596206,-122.0941204,-28.07
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42605265,-122.0942239,-28.11
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42615116,-122.0943253,-28.18
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.4262561,-122.0944266,-28.37
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42636433,-122.0945278,-28.45
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42647399,-122.0946273,-28.55
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.4265873,-122.0947225,-28.47
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42670331,-122.0948062,-28.42
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42681568,-122.0948794,-28.44
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42692359,-122.0949474,-28.43
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42702497,-122.0950141,-28.43
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42711781,-122.0950841,-28.43
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42720832,-122.0951599,-28.45
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42729992,-122.0952473,-28.52
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42739147,-122.0953464,-28.55
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42747869,-122.0954567,-28.7
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42755783,-122.0955751,-27.96
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42763204,-122.0956984,-27.38
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42769744,-122.0958259,-27.66
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42775344,-122.09596,-27.66
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42780412,-122.0960985,-27.54
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42784766,-122.0962478,-27.05
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42787751,-122.0963969,-27.16
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42790291,-122.0965477,-27.13
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42792208,-122.096701,-27.39
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42792984,-122.0968538,-27.47
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.4279265,-122.0970039,-27.58
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42791067,-122.0971493,-27.29
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42788969,-122.0972873,-27.33
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42786866,-122.0974045,-27.16
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42784829,-122.0975078,-27.3
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42783211,-122.0975991,-27.35
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42781613,-122.0976872,-27.36
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42779973,-122.0977744,-27.39
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42778297,-122.0978626,-27.35
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42776553,-122.0979559,-27.38
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42774825,-122.0980553,-27.3
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42773374,-122.0981608,-27.34
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42771687,-122.0982748,-27.42
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42769681,-122.0983993,-27.13
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.4276746,-122.0985287,-27.08
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42764998,-122.0986611,-26.93
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.4276324,-122.0987877,-27.46
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42760956,-122.0989055,-27.11
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42759024,-122.0990079,-26.78
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42756879,-122.0990987,-26.08
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42755396,-122.0991681,-25.98
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42754555,-122.0992113,-25.91
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42753837,-122.0992439,-25.82
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42753246,-122.0992753,-25.77
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42752888,-122.099311,-25.82
