tripId,UnixTimeMillis,LatitudeDegrees,LongitudeDegrees
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.4281582,-122.0774142
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42813888,-122.0775662
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42812916,-122.0776998
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42812774,-122.0778094
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42812708,-122.0778923
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42812676,-122.0779562
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42811941,-122.0780192
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42809438,-122.0780801
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42804849,-122.0781332
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42798183,-122.0781704
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42789748,-122.0781903
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42779521,-122.0781944
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.4276813,-122.0781917
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42755466,-122.0781833
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42741922,-122.0781675
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42728426,-122.0781511
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42714246,-122.0781301
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42699468,-122.0781126
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42683918,-122.0780977
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42667757,-122.078086
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42651216,-122.0780808
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.4263447,-122.0780801
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42617437,-122.0780834
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42599982,-122.0780907
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42582437,-122.0781019
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42565241,-122.0781164
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42549155,-122.0781291
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42535066,-122.0781371
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42523299,-122.0781429
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42513931,-122.0781467
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42506981,-122.0781488
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42501591,-122.0781495
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42498153,-122.0781497
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42496318,-122.0781494
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42495298,-122.0781477
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.4249525,-122.0781476
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42495189,-122.0781472
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42495021,-122.0781478
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42494967,-122.0781476
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42494906,-122.078148
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42494864,-122.0781481
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42494622,-122.0781479
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42494478,-122.0781478
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42494417,-122.0781482
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42494317,-122.0781485
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42494187,-122.0781488
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42493641,-122.0781485
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42492031,-122.0781484
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42488712,-122.0781462
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42483609,-122.0781437
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.4247615,-122.0781418
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42466756,-122.0781401
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42456152,-122.0781379
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42444554,-122.0781311
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42432244,-122.0781224
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42419519,-122.0781122
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.4240684,-122.0780984
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42394562,-122.0780848
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42382909,-122.0780752
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42372111,-122.0780663
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42362833,-122.078061
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42354967,-122.0780677
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42348279,-122.078095
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42343636,-122.0781545
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42341472,-122.0782375
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42341051,-122.0783395
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42340796,-122.0784618
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42340394,-122.0786031
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42339844,-122.0787634
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42339164,-122.0789401
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42338422,-122.079129
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42337581,-122.0793261
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42336529,-122.0795286
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42335163,-122.0797331
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42333523,-122.0799404
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42331682,-122.0801483
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42329715,-122.0803525
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.4232761,-122.0805526
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42325775,-122.0807491
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42324318,-122.0809426
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42322903,-122.081133
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42321405,-122.0813201
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42319819,-122.0815047
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42318278,-122.0816865
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42316824,-122.0818661
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42315199,-122.0820424
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42313515,-122.0822167
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42311923,-122.0823912
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.4231063,-122.0825642
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42309735,-122.0827352
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42309087,-122.0829034
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42308713,-122.0830683
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42308654,-122.0832304
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42308666,-122.0833951
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.4230889,-122.0835653
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42309493,-122.0837435
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42310487,-122.0839284
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42311744,-122.0841207
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42313394,-122.0843203
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.423154,-122.0845244
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42317665,-122.084731
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.4232011,-122.084939
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42322867,-122.085147
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42325829,-122.085352
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42328821,-122.0855522
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42332227,-122.0857486
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42336023,-122.0859423
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42339762,-122.0861358
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42343672,-122.0863266
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42347688,-122.0865186
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42351777,-122.0867132
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42355945,-122.0869099
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42360005,-122.0871112
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42364223,-122.0873158
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42368493,-122.0875252
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42372881,-122.0877388
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42377344,-122.0879546
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42381733,-122.0881696
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42385876,-122.0883827
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42389813,-122.0885907
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42393482,-122.0887899
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42396523,-122.088978
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42398479,-122.0891539
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42399034,-122.0893139
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.4239874,-122.0894559
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42397783,-122.0895823
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42395876,-122.0897006
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42393399,-122.0898084
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42391509,-122.0899043
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42391698,-122.0899905
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42394155,-122.0900623
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42398791,-122.0901153
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42404912,-122.0901631
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42411977,-122.0902192
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42419812,-122.0902918
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42428335,-122.0903737
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42436928,-122.0904706
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42445166,-122.0905839
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42452831,-122.0907104
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42459577,-122.090845
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42465438,-122.0909887
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42470249,-122.0911409
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42474065,-122.0912956
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42477277,-122.0914499
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42480302,-122.0916003
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42483502,-122.0917527
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42486818,-122.0919084
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42491062,-122.0920699
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42495616,-122.092232
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42500609,-122.0923919
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42506125,-122.0925489
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42512096,-122.0927013
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42518333,-122.092851
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42524874,-122.0929975
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42531943,-122.0931427
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42539581,-122.0932837
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42547504,-122.09342
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42555353,-122.0935516
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.4256345,-122.0936775
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42571884,-122.0937967
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42579891,-122.0939099
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42587853,-122.0940166
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42596206,-122.0941204
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42605265,-122.0942239
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42615116,-122.0943253
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.4262561,-122.0944266
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42636433,-122.0945278
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42647399,-122.0946273
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.4265873,-122.0947225
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42670331,-122.0948062
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42681568,-122.0948794
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42692359,-122.0949474
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42702497,-122.0950141
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42711781,-122.0950841
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42720832,-122.0951599
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42729992,-122.0952473
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42739147,-122.0953464
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42747869,-122.0954567
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42755783,-122.0955751
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42763204,-122.0956984
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42769744,-122.0958259
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42775344,-122.09596
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42780412,-122.0960985
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42784766,-122.0962478
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42787751,-122.0963969
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42790291,-122.0965477
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42792208,-122.096701
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42792984,-122.0968538
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.4279265,-122.0970039
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42791067,-122.0971493
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42788969,-122.0972873
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42786866,-122.0974045
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42784829,-122.0975078
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42783211,-122.0975991
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42781613,-122.0976872
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42779973,-122.0977744
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42778297,-122.0978626
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42776553,-122.0979559
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42774825,-122.0980553
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42773374,-122.0981608
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42771687,-122.0982748
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42769681,-122.0983993
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.4276746,-122.0985287
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42764998,-122.0986611
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.4276324,-122.0987877
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42760956,-122.0989055
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42759024,-122.0990079
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42756879,-122.0990987
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42755396,-122.0991681
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42754555,-122.0992113
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42753837,-122.0992439
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42753246,-122.0992753
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42752888,-122.099311
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42753588,-122.0993542
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42756062,-122.0994021
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42760632,-122.0994423
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42767307,-122.0994729
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42775322,-122.0995063
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42784662,-122.0995473
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42795035,-122.0995981
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42806606,-122.099651
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.4281925,-122.0997078
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42832668,-122.0997681
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42846608,-122.0998305
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.4286059,-122.0998895
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.4287473,-122.0999487
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42889284,-122.1000068
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42903986,-122.1000674
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42918699,-122.1001285
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42933043,-122.1001902
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.4294665,-122.1002482
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42959259,-122.1003008
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42971307,-122.1003437
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42983145,-122.1003715
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.42994744,-122.1003763
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.43005446,-122.1003555
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.4301573,-122.1003192
2020-06-25-00-34-us-ca-mtv-sb-101/pixel4,1.59305E+12,37.4302618,-122.1002724
